0,1,2,url
ID,"사용자 ID 및 액세스를 관리하여 디바이스, 데이터, 앱 및 인프라에서 고급 위협으로부터 보호.",Microsoft Entra Domain Services,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-entra-ds/
ID,"사용자 ID 및 액세스를 관리하여 디바이스, 데이터, 앱 및 인프라에서 고급 위협으로부터 보호.",Azure Active Directory B2C,https://azure.microsoft.com/ko-kr/pricing/details/active-directory-b2c/
ID,"사용자 ID 및 액세스를 관리하여 디바이스, 데이터, 앱 및 인프라에서 고급 위협으로부터 보호.",Microsoft Entra 외부 ID,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-entra-external-id/
ID,"사용자 ID 및 액세스를 관리하여 디바이스, 데이터, 앱 및 인프라에서 고급 위협으로부터 보호.",Microsoft Entra 확인된 ID,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-entra-verified-id/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",API Management,https://azure.microsoft.com/ko-kr/pricing/details/api-management/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Azure Health Data Services,https://azure.microsoft.com/ko-kr/pricing/details/health-data-services/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Event Grid,https://azure.microsoft.com/ko-kr/pricing/details/event-grid/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Logic Apps,https://azure.microsoft.com/ko-kr/pricing/details/logic-apps/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Service Bus,https://azure.microsoft.com/ko-kr/pricing/details/service-bus/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Azure Web PubSub,https://azure.microsoft.com/ko-kr/pricing/details/web-pubsub/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Microsoft Energy Data Services,https://azure.microsoft.com/ko-kr/pricing/details/energy-data-services/
통합,"엔터프라이즈 전체에서 온-프레미스 및 클라우드 기반 애플리케이션, 데이터 및 프로세스를 원활하게 통합",Microsoft Azure Data Manager for Agriculture,종량제
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",API Management,https://azure.microsoft.com/ko-kr/pricing/details/api-management/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Cosmos DB,https://azure.microsoft.com/ko-kr/pricing/details/cosmos-db/autoscale-provisioned/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Digital Twins,https://azure.microsoft.com/ko-kr/pricing/details/digital-twins/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure IoT Central,https://azure.microsoft.com/ko-kr/pricing/details/iot-central/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure IoT Edge,https://azure.microsoft.com/ko-kr/pricing/details/iot-edge/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure IoT Hub,https://azure.microsoft.com/ko-kr/pricing/details/iot-hub/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure IoT 작업,https://azure.microsoft.com/ko-kr/pricing/details/iot-operations/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Functions,https://azure.microsoft.com/ko-kr/pricing/details/functions/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Machine Learning,https://azure.microsoft.com/ko-kr/pricing/details/machine-learning/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Maps,https://azure.microsoft.com/ko-kr/pricing/details/azure-maps/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure SQL Edge,https://azure.microsoft.com/ko-kr/pricing/details/azure-sql-edge/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Stream Analytics,https://azure.microsoft.com/ko-kr/pricing/details/stream-analytics/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Notification Hubs,https://azure.microsoft.com/ko-kr/pricing/details/notification-hubs/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Windows 10 IoT Core Services,https://azure.microsoft.com/ko-kr/pricing/details/windows-10-iot-core/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",IoT용 Windows,https://azure.microsoft.com/ko-kr/pricing/details/windows-iot/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Logic Apps,https://azure.microsoft.com/ko-kr/pricing/details/logic-apps/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Azure Sphere,https://azure.microsoft.com/ko-kr/pricing/details/azure-sphere/
사물 인터넷,"디바이스 및 장비 데이터를 쉽게 캡처하고, 에지에서 데이터를 처리 및 정규화하고, 클라우드와 원활하게 운영 인사이트를 주고받기 위해 업계 표준을 기반으로 구축된 확장 가능하고 모듈식인 에지 서비스 세트입니다.",Event Grid,https://azure.microsoft.com/ko-kr/pricing/details/event-grid/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure의 Microsoft Copilot,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Automation,https://azure.microsoft.com/ko-kr/pricing/details/automation/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Advisor,https://azure.microsoft.com/ko-kr/pricing/details/advisor/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Defender 외부 공격 표면 관리,https://azure.microsoft.com/ko-kr/pricing/details/defender-external-attack-surface-management/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Backup,https://azure.microsoft.com/ko-kr/pricing/details/backup/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Blueprints,https://azure.microsoft.com/ko-kr/pricing/details/blueprints/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Lighthouse,https://azure.microsoft.com/ko-kr/pricing/details/azure-lighthouse/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Managed Applications,https://azure.microsoft.com/ko-kr/pricing/details/application-gateway/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Migrate,https://azure.microsoft.com/ko-kr/pricing/details/azure-migrate/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure 모바일 앱,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Monitor,https://azure.microsoft.com/ko-kr/pricing/details/monitor/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Policy,https://azure.microsoft.com/ko-kr/pricing/details/azure-policy/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Resource Manager,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Resource Manager 템플릿,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Service Health,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Site Recovery,https://azure.microsoft.com/ko-kr/pricing/details/site-recovery/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Cloud Shell,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Microsoft Cost Management,https://azure.microsoft.com/ko-kr/pricing/details/cost-management/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Microsoft Azure Portal,종량제
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Network Watcher,https://azure.microsoft.com/ko-kr/pricing/details/network-watcher/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Traffic Manager,https://azure.microsoft.com/ko-kr/pricing/details/traffic-manager/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Automanage,https://azure.microsoft.com/ko-kr/pricing/details/azure-automanage/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Resource Mover,https://azure.microsoft.com/ko-kr/pricing/details/resource-mover/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Microsoft Purview,https://azure.microsoft.com/ko-kr/pricing/details/purview/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Chaos Studio,https://azure.microsoft.com/ko-kr/pricing/details/chaos-studio/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",Azure Managed Grafana,https://azure.microsoft.com/ko-kr/pricing/details/managed-grafana/
관리 및 거버넌스,"클라우드 리소스의 관리 및 규정 준수를 단순화, 자동화 및 최적화.",업데이트 관리 센터,https://azure.microsoft.com/ko-kr/pricing/details/azure-update-management-center/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Azure Media Player,https://azure.microsoft.com/ko-kr/pricing/details/media-services/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Content Delivery Network,https://azure.microsoft.com/ko-kr/pricing/details/cdn/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Content Protection,https://azure.microsoft.com/ko-kr/pricing/details/media-services/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Encoding,https://azure.microsoft.com/ko-kr/pricing/details/media-services/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Live and On-demand Streaming,https://azure.microsoft.com/ko-kr/pricing/details/media-services/
미디어,언제 어디서나 어떤 디바이스에서도 고품질 동영상 콘텐츠 제공,Media Services,https://azure.microsoft.com/ko-kr/pricing/details/media-services/
마이그레이션,"지침, 도구 및 리소스를 통해 클라우드로의 마이그레이션 간소화 및 가속화",Azure Database Migration Service,https://azure.microsoft.com/ko-kr/pricing/details/database-migration/
마이그레이션,"지침, 도구 및 리소스를 통해 클라우드로의 마이그레이션 간소화 및 가속화",Azure Migrate,https://azure.microsoft.com/ko-kr/pricing/details/azure-migrate/
마이그레이션,"지침, 도구 및 리소스를 통해 클라우드로의 마이그레이션 간소화 및 가속화",Azure Site Recovery,https://azure.microsoft.com/ko-kr/pricing/details/site-recovery/
마이그레이션,"지침, 도구 및 리소스를 통해 클라우드로의 마이그레이션 간소화 및 가속화",Microsoft Cost Management,https://azure.microsoft.com/ko-kr/pricing/details/cost-management/
마이그레이션,"지침, 도구 및 리소스를 통해 클라우드로의 마이그레이션 간소화 및 가속화",Azure Data Box,https://azure.microsoft.com/ko-kr/pricing/details/databox/
혼합 현실,실제 세계와 디지털 세계를 혼합하여 몰입형 공동 작업 경험 만들기,Remote Rendering,https://azure.microsoft.com/ko-kr/pricing/details/remote-rendering/
혼합 현실,실제 세계와 디지털 세계를 혼합하여 몰입형 공동 작업 경험 만들기,Azure Digital Twins,https://azure.microsoft.com/ko-kr/pricing/details/digital-twins/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,API Management,https://azure.microsoft.com/ko-kr/pricing/details/api-management/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,App Configuration,https://azure.microsoft.com/ko-kr/pricing/details/app-configuration/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,App Service,https://azure.microsoft.com/ko-kr/pricing/details/app-service/linux/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,Azure AI 검색,https://azure.microsoft.com/ko-kr/pricing/details/search/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,Azure Maps,https://azure.microsoft.com/ko-kr/pricing/details/azure-maps/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,Azure AI 서비스,https://azure.microsoft.com/ko-kr/pricing/details/cognitive-services/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,App Center,https://azure.microsoft.com/ko-kr/pricing/details/app-center/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,Azure Communication Services,https://azure.microsoft.com/ko-kr/pricing/details/communication-services/
모바일,모든 모바일 디바이스를 위한 플랫폼 간 및 네이티브 앱 빌드 및 배포,Notification Hubs,https://azure.microsoft.com/ko-kr/pricing/details/notification-hubs/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Application Gateway,https://azure.microsoft.com/ko-kr/pricing/details/application-gateway/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Bastion,https://azure.microsoft.com/ko-kr/pricing/details/azure-bastion/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure DDoS Protection,https://azure.microsoft.com/ko-kr/pricing/details/ddos-protection/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure DNS,https://azure.microsoft.com/ko-kr/pricing/details/dns/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure ExpressRoute,https://azure.microsoft.com/ko-kr/pricing/details/expressroute/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Firewall,https://azure.microsoft.com/ko-kr/pricing/details/azure-firewall/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Content Delivery Network,https://azure.microsoft.com/ko-kr/pricing/details/cdn/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Route Server,https://azure.microsoft.com/ko-kr/pricing/details/route-server/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,웹 애플리케이션 방화벽,https://azure.microsoft.com/ko-kr/pricing/details/web-application-firewall/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Front Door,https://azure.microsoft.com/ko-kr/pricing/details/frontdoor/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure 네트워크 함수 관리자,종량제
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Virtual Network Manager,https://azure.microsoft.com/ko-kr/pricing/details/virtual-network-manager/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure NAT Gateway,https://azure.microsoft.com/ko-kr/pricing/details/azure-nat-gateway/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure 프로그래밍 가능한 연결성,종량제
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Private Link,https://azure.microsoft.com/ko-kr/pricing/details/private-link/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Firewall Manager,https://azure.microsoft.com/ko-kr/pricing/details/firewall-manager/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Network Watcher,https://azure.microsoft.com/ko-kr/pricing/details/network-watcher/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Traffic Manager,https://azure.microsoft.com/ko-kr/pricing/details/traffic-manager/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Virtual Network,https://azure.microsoft.com/ko-kr/pricing/details/virtual-network/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Virtual WAN,https://azure.microsoft.com/ko-kr/pricing/details/virtual-wan/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,VPN Gateway,https://azure.microsoft.com/ko-kr/pricing/details/vpn-gateway/
네트워킹,클라우드 및 온-프레미스 인프라와 서비스를 연결하여 고객과 사용자에게 가능한 최고의 환경 제공,Azure Load Balancer,https://azure.microsoft.com/ko-kr/pricing/details/load-balancer/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,App Configuration,https://azure.microsoft.com/ko-kr/pricing/details/app-configuration/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Application Gateway,https://azure.microsoft.com/ko-kr/pricing/details/application-gateway/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Microsoft Entra Domain Services,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-entra-ds/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,클라우드용 Microsoft Defender,https://azure.microsoft.com/ko-kr/pricing/details/defender-for-cloud/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Defender 외부 공격 표면 관리,https://azure.microsoft.com/ko-kr/pricing/details/defender-external-attack-surface-management/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Bastion,https://azure.microsoft.com/ko-kr/pricing/details/azure-bastion/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure DDoS Protection,https://azure.microsoft.com/ko-kr/pricing/details/ddos-protection/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Dedicated HSM,https://azure.microsoft.com/ko-kr/pricing/details/azure-dedicated-hsm/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Firewall,https://azure.microsoft.com/ko-kr/pricing/details/azure-firewall/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Firewall Manager,https://azure.microsoft.com/ko-kr/pricing/details/firewall-manager/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Front Door,https://azure.microsoft.com/ko-kr/pricing/details/frontdoor/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Information Protection,https://azure.microsoft.com/ko-kr/pricing/details/purview/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Microsoft Sentinel,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-sentinel/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Key Vault,https://azure.microsoft.com/ko-kr/pricing/details/key-vault/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Azure Confidential Ledger,https://azure.microsoft.com/ko-kr/pricing/details/confidential-ledger/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,VPN Gateway,https://azure.microsoft.com/ko-kr/pricing/details/vpn-gateway/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,웹 애플리케이션 방화벽,https://azure.microsoft.com/ko-kr/pricing/details/web-application-firewall/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Microsoft Azure Attestation,https://azure.microsoft.com/ko-kr/pricing/details/azure-attestation/
보안,하이브리드 클라우드 워크로드에서 고급 위협으로부터 엔터프라이즈를 보호합니다.,Microsoft Security Copilot,https://azure.microsoft.com/ko-kr/pricing/details/microsoft-copilot-for-security/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Archive Storage,종량제
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Managed Lustre,https://azure.microsoft.com/ko-kr/pricing/details/managed-lustre/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Backup,https://azure.microsoft.com/ko-kr/pricing/details/backup/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Data Lake Storage,https://azure.microsoft.com/ko-kr/pricing/details/storage/data-lake/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Data Share,https://azure.microsoft.com/ko-kr/pricing/details/data-share/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Files,https://azure.microsoft.com/ko-kr/pricing/details/storage/files/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure 스토리지 작업,종량제
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure NetApp Files,https://azure.microsoft.com/ko-kr/pricing/details/netapp/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Blob Storage,https://azure.microsoft.com/ko-kr/pricing/details/storage/blobs/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Data Box,https://azure.microsoft.com/ko-kr/pricing/details/databox/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Disk Storage,https://azure.microsoft.com/ko-kr/pricing/details/managed-disks/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Confidential Ledger,https://azure.microsoft.com/ko-kr/pricing/details/confidential-ledger/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Elastic SAN,https://azure.microsoft.com/ko-kr/pricing/details/elastic-san/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Queue Storage,https://azure.microsoft.com/ko-kr/pricing/details/storage/queues/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",스토리지 계정,https://azure.microsoft.com/ko-kr/pricing/details/storage/files/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Storage Explorer,https://azure.microsoft.com/ko-kr/pricing/details/storage/files/
스토리지,"데이터, 앱 및 워크로드에 대한 대규모로 확장 가능한 보안 클라우드 스토리지",Azure Container Storage,https://azure.microsoft.com/ko-kr/pricing/details/container-storage/
가상 데스크톱 인프라,클라우드 기반 가상 데스크톱 인프라를 사용하여 직원들이 어디서나 안전하게 작업할 수 있도록 지원합니다.,Azure Lab Services,https://azure.microsoft.com/ko-kr/pricing/details/lab-services/
